档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,串型,导线型号,跳跃高度
0.8,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.429494526
0.8,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.474654742
0.8,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.514923004
0.8,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.549308187
0.8,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.577258026
0.8,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.413136717
0.8,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.45884507
0.8,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.499839136
0.8,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.535098506
0.8,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.5640208
0.8,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.474021506
0.8,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.519983192
0.8,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.560551171
0.8,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.59471191
0.8,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.621931818
0.8,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.444563261
0.8,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.49044653
0.8,1,0,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.531268824
0.8,1,0,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.566010718
0.8,1,0,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.594102651
1,1,0,0.53436019,0,0.642857143,0.333333333,B,500/65,0.429024217
1,1,0,0.53436019,0,0.714285714,0.333333333,B,500/65,0.477263352
1,1,0,0.53436019,0,0.785714286,0.333333333,B,500/65,0.521440696
1,1,0,0.53436019,0,0.857142857,0.333333333,B,500/65,0.560991409
1,1,0,0.53436019,0,0.928571429,0.333333333,B,500/65,0.595727014
1,1,0,0.53436019,0,0.642857143,0.333333333,B,500/65,0.479464348
1,1,0,0.53436019,0,0.714285714,0.333333333,B,500/65,0.527488669
1,1,0,0.53436019,0,0.785714286,0.333333333,B,500/65,0.571123774
1,1,0,0.53436019,0,0.857142857,0.333333333,B,500/65,0.609855722
1,1,0,0.53436019,0,0.928571429,0.333333333,B,500/65,0.64355539
1,1,0,0.53436019,0,0.642857143,0.333333333,B,500/65,0.453426598
1,1,0,0.53436019,0,0.714285714,0.333333333,B,500/65,0.50676739
1,1,0,0.53436019,0,0.785714286,0.333333333,B,500/65,0.556876358
1,1,0,0.53436019,0,0.857142857,0.333333333,B,500/65,0.609541659
1,1,0,0.53436019,0,0.928571429,0.333333333,B,500/65,0.654431836
1,1,0,0.239336493,0,0.642857143,0.333333333,B,500/65,0.41296809
1,1,0,0.239336493,0,0.714285714,0.333333333,B,500/65,0.455242975
1,1,0,0.239336493,0,0.785714286,0.333333333,B,500/65,0.492709238
1,1,0,0.239336493,0,0.857142857,0.333333333,B,500/65,0.524979113
1,1,0,0.239336493,0,0.928571429,0.333333333,B,500/65,0.552128465
1,1,0,0.239336493,0,0.642857143,0.333333333,B,500/65,0.48003253
1,1,0,0.239336493,0,0.714285714,0.333333333,B,500/65,0.52212228
1,1,0,0.239336493,0,0.785714286,0.333333333,B,500/65,0.558721233
1,1,0,0.239336493,0,0.857142857,0.333333333,B,500/65,0.589570553
1,1,0,0.239336493,0,0.928571429,0.333333333,B,500/65,0.614916303
1,1,0,0.239336493,0,0.642857143,0.333333333,B,500/65,0.451038304
1,1,0,0.239336493,0,0.714285714,0.333333333,B,500/65,0.500017983
1,1,0,0.239336493,0,0.785714286,0.333333333,B,500/65,0.5447187
1,1,0,0.239336493,0,0.857142857,0.333333333,B,500/65,0.584088994
1,1,0,0.239336493,0,0.928571429,0.333333333,B,500/65,0.619597374
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.409861067
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.455407868
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.496155087
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.531044578
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.559438782
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.45337884
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.498795535
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.539038051
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.573046279
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.600212533
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.432337995
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.477830355
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.518329546
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.552776834
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.580549201
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.415954243
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.462007122
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.503260418
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.538629652
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.567445424
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.477030261
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.523342762
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.564149924
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.598360583
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.625364106
0.8,1,1,0.239336493,0.666666667,0.642857143,0.333333333,C,500/65,0.447481413
0.8,1,1,0.239336493,0.666666667,0.714285714,0.333333333,C,500/65,0.493714514
0.8,1,1,0.239336493,0.666666667,0.785714286,0.333333333,C,500/65,0.534787588
0.8,1,1,0.239336493,0.666666667,0.857142857,0.333333333,C,500/65,0.569612616
0.8,1,1,0.239336493,0.666666667,0.928571429,0.333333333,C,500/65,0.597546142
1,1,1,0.53436019,0,0.642857143,0.333333333,B,500/65,0.433495193
1,1,1,0.53436019,0,0.714285714,0.333333333,B,500/65,0.482336707
1,1,1,0.53436019,0,0.785714286,0.333333333,B,500/65,0.527087738
1,1,1,0.53436019,0,0.857142857,0.333333333,B,500/65,0.567131557
1,1,1,0.53436019,0,0.928571429,0.333333333,B,500/65,0.602220728
1,1,1,0.53436019,0,0.642857143,0.333333333,B,500/65,0.484067788
1,1,1,0.53436019,0,0.714285714,0.333333333,B,500/65,0.532716895
1,1,1,0.53436019,0,0.785714286,0.333333333,B,500/65,0.576934332
1,1,1,0.53436019,0,0.857142857,0.333333333,B,500/65,0.616147398
1,1,1,0.53436019,0,0.928571429,0.333333333,B,500/65,0.650166436
1,1,1,0.53436019,0,0.642857143,0.333333333,B,500/65,0.459598585
1,1,1,0.53436019,0,0.714285714,0.333333333,B,500/65,0.508350872
1,1,1,0.53436019,0,0.785714286,0.333333333,B,500/65,0.552835991
1,1,1,0.53436019,0,0.857142857,0.333333333,B,500/65,0.592458832
1,1,1,0.53436019,0,0.928571429,0.333333333,B,500/65,0.627002225
1,1,1,0.239336493,0,0.642857143,0.333333333,B,500/65,0.41734807
1,1,1,0.239336493,0,0.714285714,0.333333333,B,500/65,0.460106235
1,1,1,0.239336493,0,0.785714286,0.333333333,B,500/65,0.497958099
1,1,1,0.239336493,0,0.857142857,0.333333333,B,500/65,0.530442984
1,1,1,0.239336493,0,0.928571429,0.333333333,B,500/65,0.557571306
1,1,1,0.239336493,0,0.642857143,0.333333333,B,500/65,0.484817766
1,1,1,0.239336493,0,0.714285714,0.333333333,B,500/65,0.527398656
1,1,1,0.239336493,0,0.785714286,0.333333333,B,500/65,0.564349014
1,1,1,0.239336493,0,0.857142857,0.333333333,B,500/65,0.595325886
1,1,1,0.239336493,0,0.928571429,0.333333333,B,500/65,0.620505956
1,1,1,0.239336493,0,0.642857143,0.333333333,B,500/65,0.45215482
1,1,1,0.239336493,0,0.714285714,0.333333333,B,500/65,0.494867389
1,1,1,0.239336493,0,0.785714286,0.333333333,B,500/65,0.532301616
1,1,1,0.239336493,0,0.857142857,0.333333333,B,500/65,0.564053425
1,1,1,0.239336493,0,0.928571429,0.333333333,B,500/65,0.590213616
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.443708923
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.494748092
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.541010477
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.581234126
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.614605384
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.489207769
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.540460965
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.586585382
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.626306098
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.658830094
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.467207832
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.518370229
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.564573654
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.604549865
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.637494642
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.44991491
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.501574737
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.548489422
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.58936655
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.623350211
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.513032141
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.565464547
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.612478089
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.652749299
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.685461968
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.482495115
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.534600487
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.581617369
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.622237233
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.65561989
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.466285493
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.520135507
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.569968541
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.615167081
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.655489194
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.518922296
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.572895341
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.62257095
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.667319425
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.70697666
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.492156188
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.552106453
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.609119108
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.665445856
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.717768006
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.450448503
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.496416282
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.538950986
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.576115567
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.608954215
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.518970251
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.566729447
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.60889722
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.645138283
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.675707148
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.489271643
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.544684896
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.595953619
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.641781857
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.68121858
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.446564774
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.497979128
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.544516073
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.584825608
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.617998758
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.492067944
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.543710869
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.590105915
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.629880481
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.662138368
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.470067024
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.521612271
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.568089076
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.608135647
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.640848709
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.452741281
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.504796536
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.552016047
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.593023871
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.626867402
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.516072145
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.568915702
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.616222081
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.656564634
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.689016894
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.48543351
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.537943351
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.585261915
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.625985746
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.659172458
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.470937675
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.525487549
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.576006883
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.621836105
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.662622434
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.52372522
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.578444115
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.62882155
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.674178498
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.714272827
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.498183525
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.552822823
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.603292237
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.648876773
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.689307373
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.454418707
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.501582402
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.54458427
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.582024983
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.613947778
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.52400823
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.572355655
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.614964061
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.651393207
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.681812509
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.489902128
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.538133007
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.580980792
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.617945301
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.649102788
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.441565905
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.492520957
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.538688415
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.578814583
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.6120974
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.465591332
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.516671773
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.56277693
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.602647013
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.635490771
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.453987902
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.505011349
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.551150113
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.59114755
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.624206318
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.447128436
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.49836984
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.544849003
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.585290609
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.618861154
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.507367215
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.559095632
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.605538436
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.645397316
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.677869033
0.8,1,0,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.47821576
0.8,1,0,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.529734672
0.8,1,0,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.5762215
0.8,1,0,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.616388743
0.8,1,0,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.649417244
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.463636987
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.517530828
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.567399434
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.612607016
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.65299143
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.491368672
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.545337982
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.595114021
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.64012998
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.680147071
1,1,0,0.53436019,0,0.642857143,0.5,B,500/65,0.479206297
1,1,0,0.53436019,0,0.714285714,0.5,B,500/65,0.539081682
1,1,0,0.53436019,0,0.785714286,0.5,B,500/65,0.596062106
1,1,0,0.53436019,0,0.857142857,0.5,B,500/65,0.650841534
1,1,0,0.53436019,0,0.928571429,0.5,B,500/65,0.703046745
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.44657067
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.492357243
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.534646476
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.571595065
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.604812043
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.511391073
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.558704331
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.600600886
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.636741913
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.667359125
1,1,0,0.239336493,0,0.642857143,0.5,B,500/65,0.484924288
1,1,0,0.239336493,0,0.714285714,0.5,B,500/65,0.539889638
1,1,0,0.239336493,0,0.785714286,0.5,B,500/65,0.59074544
1,1,0,0.239336493,0,0.857142857,0.5,B,500/65,0.636213233
1,1,0,0.239336493,0,0.928571429,0.5,B,500/65,0.675357905
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.444427455
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.495750421
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.542183005
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.582381891
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.615450485
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.46845642
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.51991244
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.566280757
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.606207048
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.638801403
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.456851615
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.508247102
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.554650009
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.59471191
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.627538766
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.449969743
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.501598518
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.548369535
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.588919629
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.622320367
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.510270823
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.562406462
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.609134635
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.649055227
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.681257298
0.8,1,1,0.239336493,0.666666667,0.642857143,0.5,C,500/65,0.481091068
0.8,1,1,0.239336493,0.666666667,0.714285714,0.5,C,500/65,0.53300816
0.8,1,1,0.239336493,0.666666667,0.785714286,0.5,C,500/65,0.579784877
0.8,1,1,0.239336493,0.666666667,0.857142857,0.5,C,500/65,0.620039185
0.8,1,1,0.239336493,0.666666667,0.928571429,0.5,C,500/65,0.652849729
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.468283076
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.522876385
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.573428737
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.619274664
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.660101872
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.496097698
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.5507822
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.601265371
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.646884693
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.687345953
1,1,1,0.53436019,0,0.642857143,0.5,B,500/65,0.482659614
1,1,1,0.53436019,0,0.714285714,0.5,B,500/65,0.537302843
1,1,1,0.53436019,0,0.785714286,0.5,B,500/65,0.58781412
1,1,1,0.53436019,0,0.857142857,0.5,B,500/65,0.633555687
1,1,1,0.53436019,0,0.928571429,0.5,B,500/65,0.674193631
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.450526134
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.497501352
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.540245759
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.577449844
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.609741338
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.516267894
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.564159751
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.606484753
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.642801678
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.67326068
1,1,1,0.239336493,0,0.642857143,0.5,B,500/65,0.48403477
1,1,1,0.239336493,0,0.714285714,0.5,B,500/65,0.531884765
1,1,1,0.239336493,0,0.785714286,0.5,B,500/65,0.574437748
1,1,1,0.239336493,0,0.857142857,0.5,B,500/65,0.611205721
1,1,1,0.239336493,0,0.928571429,0.5,B,500/65,0.642268675
0.4,1,0,0.239336493,0.666666667,0.642857143,0.333333333,C,500/45,0.35563921
0.4,1,0,0.239336493,0.666666667,0.714285714,0.333333333,C,500/45,0.408572387
