档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,串型,导线型号,跳跃高度
0,1,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.313212796
0,1,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.356642324
0,1,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.400530173
0,1,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.444162329
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.212225423
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.247518991
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.28723499
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.328124303
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.369555463
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.220990886
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.255854435
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.295777975
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.336869326
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.37849427
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.216763025
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.251836276
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.291660566
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.332653846
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.374185239
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.212909365
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.248036271
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.287785091
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.328714301
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.370192826
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.239298519
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.273079749
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.311687291
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.353257991
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.395361105
0,1,0,0.239336493,1,0.642857143,0.333333333,C,400/20,0.216763025
0,1,0,0.239336493,1,0.714285714,0.333333333,C,400/20,0.251836276
0,1,0,0.239336493,1,0.785714286,0.333333333,C,400/20,0.291660566
0,1,0,0.239336493,1,0.857142857,0.333333333,C,400/20,0.332653846
0,1,0,0.239336493,1,0.928571429,0.333333333,C,400/20,0.374185239
0,0.421182266,0,0,0,0.642857143,0.333333333,B,400/20,0.212596088
0,0.421182266,0,0,0,0.714285714,0.333333333,B,400/20,0.2478928
0,0.421182266,0,0,0,0.785714286,0.333333333,B,400/20,0.28770805
0,0.421182266,0,0,0,0.857142857,0.333333333,B,400/20,0.328739261
0,0.421182266,0,0,0,0.928571429,0.333333333,B,400/20,0.370373639
0,0.421182266,0,0,0,0.642857143,0.333333333,B,400/20,0.221342291
0,0.421182266,0,0,0,0.714285714,0.333333333,B,400/20,0.256186776
0,0.421182266,0,0,0,0.785714286,0.333333333,B,400/20,0.296206422
0,0.421182266,0,0,0,0.857142857,0.333333333,B,400/20,0.337435347
0,0.421182266,0,0,0,0.928571429,0.333333333,B,400/20,0.379255057
0,0.421182266,0,0,0,0.642857143,0.333333333,B,400/20,0.217125239
0,0.421182266,0,0,0,0.714285714,0.333333333,B,400/20,0.252192005
0,0.421182266,0,0,0,0.785714286,0.333333333,B,400/20,0.29211299
0,0.421182266,0,0,0,0.857142857,0.333333333,B,400/20,0.333246596
0,0.421182266,0,0,0,0.928571429,0.333333333,B,400/20,0.374978258
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.215026048
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.250811542
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.291146823
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.332911504
0,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.375562754
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.241144966
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.275454875
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.314305138
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.356601052
0,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.399753073
0,0.421182266,0,0.239336493,0,0.642857143,0.333333333,B,400/20,0.228563185
0,0.421182266,0,0.239336493,0,0.714285714,0.333333333,B,400/20,0.262834181
0,0.421182266,0,0.239336493,0,0.785714286,0.333333333,B,400/20,0.3032013
0,0.421182266,0,0.239336493,0,0.857142857,0.333333333,B,400/20,0.345240344
0,0.421182266,0,0.239336493,0,0.928571429,0.333333333,B,400/20,0.388147875
