
 ** MIDAS/Civil Time-history Output Data ** 
_____________________________________________


 节点 =     2        位移 时程       单位体系 ..: m, N
----------------------------------- 

  TIME        DX           DY           DZ           RX           RY           RZ 
-------  -----------  -----------  -----------  -----------  -----------  ----------- 
  0.020   6.855e-006   0.000e+000   0.000e+000   0.000e+000   3.407e-006   0.000e+000
  0.040   2.375e-005   0.000e+000   0.000e+000   0.000e+000   1.181e-005   0.000e+000
  0.060   4.746e-005   0.000e+000   0.000e+000   0.000e+000   2.359e-005   0.000e+000
  0.080   8.295e-005   0.000e+000   0.000e+000   0.000e+000   4.123e-005   0.000e+000
  0.100   1.393e-004   0.000e+000   0.000e+000   0.000e+000   6.923e-005   0.000e+000
  0.120   2.205e-004   0.000e+000   0.000e+000   0.000e+000   1.096e-004   0.000e+000
  0.140   3.204e-004   0.000e+000   0.000e+000   0.000e+000   1.593e-004   0.000e+000
  0.160   4.279e-004   0.000e+000   0.000e+000   0.000e+000   2.127e-004   0.000e+000
  0.180   5.378e-004   0.000e+000   0.000e+000   0.000e+000   2.673e-004   0.000e+000
  0.200   6.578e-004   0.000e+000   0.000e+000   0.000e+000   3.269e-004   0.000e+000
  0.220   8.014e-004   0.000e+000   0.000e+000   0.000e+000   3.983e-004   0.000e+000
  0.240   9.745e-004   0.000e+000   0.000e+000   0.000e+000   4.843e-004   0.000e+000
  0.260   1.167e-003   0.000e+000   0.000e+000   0.000e+000   5.802e-004   0.000e+000
  0.280   1.369e-003   0.000e+000   0.000e+000   0.000e+000   6.805e-004   0.000e+000
  0.300   1.579e-003   0.000e+000   0.000e+000   0.000e+000   7.846e-004   0.000e+000
  0.320   1.794e-003   0.000e+000   0.000e+000   0.000e+000   8.915e-004   0.000e+000
  0.340   2.013e-003   0.000e+000   0.000e+000   0.000e+000   1.001e-003   0.000e+000
  0.360   2.245e-003   0.000e+000   0.000e+000   0.000e+000   1.116e-003   0.000e+000
  0.380   2.500e-003   0.000e+000   0.000e+000   0.000e+000   1.242e-003   0.000e+000
  0.400   2.790e-003   0.000e+000   0.000e+000   0.000e+000   1.387e-003   0.000e+000
  0.420   3.109e-003   0.000e+000   0.000e+000   0.000e+000   1.545e-003   0.000e+000
  0.440   3.419e-003   0.000e+000   0.000e+000   0.000e+000   1.699e-003   0.000e+000
  0.460   3.685e-003   0.000e+000   0.000e+000   0.000e+000   1.832e-003   0.000e+000
  0.480   3.924e-003   0.000e+000   0.000e+000   0.000e+000   1.950e-003   0.000e+000
  0.500   4.164e-003   0.000e+000   0.000e+000   0.000e+000   2.070e-003   0.000e+000
  0.520   4.426e-003   0.000e+000   0.000e+000   0.000e+000   2.200e-003   0.000e+000
  0.540   4.732e-003   0.000e+000   0.000e+000   0.000e+000   2.352e-003   0.000e+000
  0.560   5.114e-003   0.000e+000   0.000e+000   0.000e+000   2.542e-003   0.000e+000
  0.580   5.585e-003   0.000e+000   0.000e+000   0.000e+000   2.776e-003   0.000e+000
  0.600   6.123e-003   0.000e+000   0.000e+000   0.000e+000   3.043e-003   0.000e+000
  0.620   6.697e-003   0.000e+000   0.000e+000   0.000e+000   3.329e-003   0.000e+000
  0.640   7.296e-003   0.000e+000   0.000e+000   0.000e+000   3.626e-003   0.000e+000
  0.660   7.919e-003   0.000e+000   0.000e+000   0.000e+000   3.936e-003   0.000e+000
  0.680   8.557e-003   0.000e+000   0.000e+000   0.000e+000   4.253e-003   0.000e+000
  0.700   9.179e-003   0.000e+000   0.000e+000   0.000e+000   4.562e-003   0.000e+000
  0.720   9.748e-003   0.000e+000   0.000e+000   0.000e+000   4.845e-003   0.000e+000
  0.740   1.024e-002   0.000e+000   0.000e+000   0.000e+000   5.087e-003   0.000e+000
  0.760   1.061e-002   0.000e+000   0.000e+000   0.000e+000   5.275e-003   0.000e+000
  0.780   1.086e-002   0.000e+000   0.000e+000   0.000e+000   5.395e-003   0.000e+000
  0.800   1.097e-002   0.000e+000   0.000e+000   0.000e+000   5.453e-003   0.000e+000
  0.820   1.099e-002   0.000e+000   0.000e+000   0.000e+000   5.461e-003   0.000e+000
  0.840   1.091e-002   0.000e+000   0.000e+000   0.000e+000   5.424e-003   0.000e+000
  0.860   1.075e-002   0.000e+000   0.000e+000   0.000e+000   5.345e-003   0.000e+000
  0.880   1.051e-002   0.000e+000   0.000e+000   0.000e+000   5.225e-003   0.000e+000
  0.900   1.018e-002   0.000e+000   0.000e+000   0.000e+000   5.062e-003   0.000e+000
  0.920   9.742e-003   0.000e+000   0.000e+000   0.000e+000   4.842e-003   0.000e+000
  0.940   9.149e-003   0.000e+000   0.000e+000   0.000e+000   4.547e-003   0.000e+000
  0.960   8.367e-003   0.000e+000   0.000e+000   0.000e+000   4.159e-003   0.000e+000
  0.980   7.378e-003   0.000e+000   0.000e+000   0.000e+000   3.667e-003   0.000e+000
  1.000   6.201e-003   0.000e+000   0.000e+000   0.000e+000   3.082e-003   0.000e+000
  1.020   4.871e-003   0.000e+000   0.000e+000   0.000e+000   2.421e-003   0.000e+000
  1.040   3.417e-003   0.000e+000   0.000e+000   0.000e+000   1.698e-003   0.000e+000
  1.060   1.847e-003   0.000e+000   0.000e+000   0.000e+000   9.179e-004   0.000e+000
  1.080   1.722e-004   0.000e+000   0.000e+000   0.000e+000   8.557e-005   0.000e+000
  1.100  -1.568e-003   0.000e+000   0.000e+000   0.000e+000  -7.792e-004   0.000e+000
  1.120  -3.321e-003   0.000e+000   0.000e+000   0.000e+000  -1.651e-003   0.000e+000
  1.140  -5.035e-003   0.000e+000   0.000e+000   0.000e+000  -2.503e-003   0.000e+000
  1.160  -6.658e-003   0.000e+000   0.000e+000   0.000e+000  -3.309e-003   0.000e+000
  1.180  -8.138e-003   0.000e+000   0.000e+000   0.000e+000  -4.045e-003   0.000e+000
  1.200  -9.423e-003   0.000e+000   0.000e+000   0.000e+000  -4.683e-003   0.000e+000
  1.220  -1.050e-002   0.000e+000   0.000e+000   0.000e+000  -5.221e-003   0.000e+000
  1.240  -1.146e-002   0.000e+000   0.000e+000   0.000e+000  -5.695e-003   0.000e+000
  1.260  -1.241e-002   0.000e+000   0.000e+000   0.000e+000  -6.166e-003   0.000e+000
  1.280  -1.347e-002   0.000e+000   0.000e+000   0.000e+000  -6.692e-003   0.000e+000
  1.300  -1.476e-002   0.000e+000   0.000e+000   0.000e+000  -7.335e-003   0.000e+000
  1.320  -1.640e-002   0.000e+000   0.000e+000   0.000e+000  -8.152e-003   0.000e+000
  1.340  -1.846e-002   0.000e+000   0.000e+000   0.000e+000  -9.174e-003   0.000e+000
  1.360  -2.087e-002   0.000e+000   0.000e+000   0.000e+000  -1.037e-002   0.000e+000
  1.380  -2.354e-002   0.000e+000   0.000e+000   0.000e+000  -1.170e-002   0.000e+000
  1.400  -2.645e-002   0.000e+000   0.000e+000   0.000e+000  -1.315e-002   0.000e+000
  1.420  -2.961e-002   0.000e+000   0.000e+000   0.000e+000  -1.472e-002   0.000e+000
  1.440  -3.303e-002   0.000e+000   0.000e+000   0.000e+000  -1.642e-002   0.000e+000
  1.460  -3.669e-002   0.000e+000   0.000e+000   0.000e+000  -1.824e-002   0.000e+000
  1.480  -4.061e-002   0.000e+000   0.000e+000   0.000e+000  -2.018e-002   0.000e+000
  1.500  -4.477e-002   0.000e+000   0.000e+000   0.000e+000  -2.225e-002   0.000e+000
  1.520  -4.922e-002   0.000e+000   0.000e+000   0.000e+000  -2.446e-002   0.000e+000
  1.540  -5.396e-002   0.000e+000   0.000e+000   0.000e+000  -2.682e-002   0.000e+000
  1.560  -5.889e-002   0.000e+000   0.000e+000   0.000e+000  -2.927e-002   0.000e+000
  1.580  -6.389e-002   0.000e+000   0.000e+000   0.000e+000  -3.175e-002   0.000e+000
  1.600  -6.879e-002   0.000e+000   0.000e+000   0.000e+000  -3.419e-002   0.000e+000
  1.620  -7.346e-002   0.000e+000   0.000e+000   0.000e+000  -3.651e-002   0.000e+000
  1.640  -7.775e-002   0.000e+000   0.000e+000   0.000e+000  -3.864e-002   0.000e+000
  1.660  -8.151e-002   0.000e+000   0.000e+000   0.000e+000  -4.051e-002   0.000e+000
  1.680  -8.465e-002   0.000e+000   0.000e+000   0.000e+000  -4.207e-002   0.000e+000
  1.700  -8.717e-002   0.000e+000   0.000e+000   0.000e+000  -4.333e-002   0.000e+000
  1.720  -8.913e-002   0.000e+000   0.000e+000   0.000e+000  -4.430e-002   0.000e+000
  1.740  -9.057e-002   0.000e+000   0.000e+000   0.000e+000  -4.502e-002   0.000e+000
  1.760  -9.155e-002   0.000e+000   0.000e+000   0.000e+000  -4.550e-002   0.000e+000
  1.780  -9.209e-002   0.000e+000   0.000e+000   0.000e+000  -4.577e-002   0.000e+000
  1.800  -9.218e-002   0.000e+000   0.000e+000   0.000e+000  -4.582e-002   0.000e+000
  1.820  -9.181e-002   0.000e+000   0.000e+000   0.000e+000  -4.563e-002   0.000e+000
  1.840  -9.107e-002   0.000e+000   0.000e+000   0.000e+000  -4.526e-002   0.000e+000
  1.860  -9.008e-002   0.000e+000   0.000e+000   0.000e+000  -4.477e-002   0.000e+000
  1.880  -8.897e-002   0.000e+000   0.000e+000   0.000e+000  -4.422e-002   0.000e+000
  1.900  -8.786e-002   0.000e+000   0.000e+000   0.000e+000  -4.367e-002   0.000e+000
  1.920  -8.687e-002   0.000e+000   0.000e+000   0.000e+000  -4.318e-002   0.000e+000
  1.940  -8.613e-002   0.000e+000   0.000e+000   0.000e+000  -4.281e-002   0.000e+000
  1.960  -8.577e-002   0.000e+000   0.000e+000   0.000e+000  -4.263e-002   0.000e+000
  1.980  -8.590e-002   0.000e+000   0.000e+000   0.000e+000  -4.270e-002   0.000e+000
  2.000  -8.666e-002   0.000e+000   0.000e+000   0.000e+000  -4.307e-002   0.000e+000
  2.020  -8.816e-002   0.000e+000   0.000e+000   0.000e+000  -4.382e-002   0.000e+000
  2.040  -9.046e-002   0.000e+000   0.000e+000   0.000e+000  -4.496e-002   0.000e+000
  2.060  -9.343e-002   0.000e+000   0.000e+000   0.000e+000  -4.644e-002   0.000e+000
  2.080  -9.689e-002   0.000e+000   0.000e+000   0.000e+000  -4.816e-002   0.000e+000
  2.100  -1.006e-001   0.000e+000   0.000e+000   0.000e+000  -5.002e-002   0.000e+000
  2.120  -1.045e-001   0.000e+000   0.000e+000   0.000e+000  -5.195e-002   0.000e+000
  2.140  -1.083e-001   0.000e+000   0.000e+000   0.000e+000  -5.383e-002   0.000e+000
  2.160  -1.118e-001   0.000e+000   0.000e+000   0.000e+000  -5.558e-002   0.000e+000
  2.180  -1.149e-001   0.000e+000   0.000e+000   0.000e+000  -5.710e-002   0.000e+000
  2.200  -1.173e-001   0.000e+000   0.000e+000   0.000e+000  -5.830e-002   0.000e+000
  2.220  -1.190e-001   0.000e+000   0.000e+000   0.000e+000  -5.913e-002   0.000e+000
  2.240  -1.200e-001   0.000e+000   0.000e+000   0.000e+000  -5.963e-002   0.000e+000
  2.260  -1.205e-001   0.000e+000   0.000e+000   0.000e+000  -5.990e-002   0.000e+000
  2.280  -1.208e-001   0.000e+000   0.000e+000   0.000e+000  -6.003e-002   0.000e+000
  2.300  -1.209e-001   0.000e+000   0.000e+000   0.000e+000  -6.011e-002   0.000e+000
  2.320  -1.212e-001   0.000e+000   0.000e+000   0.000e+000  -6.022e-002   0.000e+000
  2.340  -1.217e-001   0.000e+000   0.000e+000   0.000e+000  -6.047e-002   0.000e+000
  2.360  -1.226e-001   0.000e+000   0.000e+000   0.000e+000  -6.094e-002   0.000e+000
  2.380  -1.242e-001   0.000e+000   0.000e+000   0.000e+000  -6.173e-002   0.000e+000
  2.400  -1.263e-001   0.000e+000   0.000e+000   0.000e+000  -6.279e-002   0.000e+000
  2.420  -1.285e-001   0.000e+000   0.000e+000   0.000e+000  -6.385e-002   0.000e+000
  2.440  -1.300e-001   0.000e+000   0.000e+000   0.000e+000  -6.463e-002   0.000e+000
  2.460  -1.310e-001   0.000e+000   0.000e+000   0.000e+000  -6.510e-002   0.000e+000
  2.480  -1.315e-001   0.000e+000   0.000e+000   0.000e+000  -6.534e-002   0.000e+000
  2.500  -1.317e-001   0.000e+000   0.000e+000   0.000e+000  -6.545e-002   0.000e+000
  2.520  -1.318e-001   0.000e+000   0.000e+000   0.000e+000  -6.553e-002   0.000e+000
  2.540  -1.320e-001   0.000e+000   0.000e+000   0.000e+000  -6.562e-002   0.000e+000
  2.560  -1.321e-001   0.000e+000   0.000e+000   0.000e+000  -6.567e-002   0.000e+000
  2.580  -1.320e-001   0.000e+000   0.000e+000   0.000e+000  -6.561e-002   0.000e+000
  2.600  -1.315e-001   0.000e+000   0.000e+000   0.000e+000  -6.534e-002   0.000e+000
  2.620  -1.304e-001   0.000e+000   0.000e+000   0.000e+000  -6.481e-002   0.000e+000
  2.640  -1.288e-001   0.000e+000   0.000e+000   0.000e+000  -6.401e-002   0.000e+000
  2.660  -1.267e-001   0.000e+000   0.000e+000   0.000e+000  -6.298e-002   0.000e+000
  2.680  -1.243e-001   0.000e+000   0.000e+000   0.000e+000  -6.176e-002   0.000e+000
  2.700  -1.215e-001   0.000e+000   0.000e+000   0.000e+000  -6.038e-002   0.000e+000
  2.720  -1.185e-001   0.000e+000   0.000e+000   0.000e+000  -5.891e-002   0.000e+000
  2.740  -1.154e-001   0.000e+000   0.000e+000   0.000e+000  -5.738e-002   0.000e+000
  2.760  -1.123e-001   0.000e+000   0.000e+000   0.000e+000  -5.584e-002   0.000e+000
  2.780  -1.093e-001   0.000e+000   0.000e+000   0.000e+000  -5.432e-002   0.000e+000
  2.800  -1.062e-001   0.000e+000   0.000e+000   0.000e+000  -5.280e-002   0.000e+000
  2.820  -1.031e-001   0.000e+000   0.000e+000   0.000e+000  -5.126e-002   0.000e+000
  2.840  -9.989e-002   0.000e+000   0.000e+000   0.000e+000  -4.965e-002   0.000e+000
  2.860  -9.647e-002   0.000e+000   0.000e+000   0.000e+000  -4.795e-002   0.000e+000
  2.880  -9.280e-002   0.000e+000   0.000e+000   0.000e+000  -4.613e-002   0.000e+000
  2.900  -8.889e-002   0.000e+000   0.000e+000   0.000e+000  -4.418e-002   0.000e+000
  2.920  -8.481e-002   0.000e+000   0.000e+000   0.000e+000  -4.215e-002   0.000e+000
  2.940  -8.069e-002   0.000e+000   0.000e+000   0.000e+000  -4.011e-002   0.000e+000
  2.960  -7.666e-002   0.000e+000   0.000e+000   0.000e+000  -3.810e-002   0.000e+000
  2.980  -7.278e-002   0.000e+000   0.000e+000   0.000e+000  -3.617e-002   0.000e+000
  3.000  -6.899e-002   0.000e+000   0.000e+000   0.000e+000  -3.429e-002   0.000e+000
  3.020  -6.518e-002   0.000e+000   0.000e+000   0.000e+000  -3.240e-002   0.000e+000
  3.040  -6.128e-002   0.000e+000   0.000e+000   0.000e+000  -3.046e-002   0.000e+000
  3.060  -5.736e-002   0.000e+000   0.000e+000   0.000e+000  -2.851e-002   0.000e+000
  3.080  -5.351e-002   0.000e+000   0.000e+000   0.000e+000  -2.660e-002   0.000e+000
  3.100  -4.987e-002   0.000e+000   0.000e+000   0.000e+000  -2.478e-002   0.000e+000
  3.120  -4.653e-002   0.000e+000   0.000e+000   0.000e+000  -2.312e-002   0.000e+000
  3.140  -4.355e-002   0.000e+000   0.000e+000   0.000e+000  -2.165e-002   0.000e+000
  3.160  -4.089e-002   0.000e+000   0.000e+000   0.000e+000  -2.032e-002   0.000e+000
  3.180  -3.843e-002   0.000e+000   0.000e+000   0.000e+000  -1.910e-002   0.000e+000
  3.200  -3.606e-002   0.000e+000   0.000e+000   0.000e+000  -1.792e-002   0.000e+000
  3.220  -3.374e-002   0.000e+000   0.000e+000   0.000e+000  -1.677e-002   0.000e+000
  3.240  -3.160e-002   0.000e+000   0.000e+000   0.000e+000  -1.570e-002   0.000e+000
  3.260  -2.982e-002   0.000e+000   0.000e+000   0.000e+000  -1.482e-002   0.000e+000
  3.280  -2.851e-002   0.000e+000   0.000e+000   0.000e+000  -1.417e-002   0.000e+000
  3.300  -2.754e-002   0.000e+000   0.000e+000   0.000e+000  -1.369e-002   0.000e+000
  3.320  -2.669e-002   0.000e+000   0.000e+000   0.000e+000  -1.326e-002   0.000e+000
  3.340  -2.574e-002   0.000e+000   0.000e+000   0.000e+000  -1.279e-002   0.000e+000
  3.360  -2.447e-002   0.000e+000   0.000e+000   0.000e+000  -1.216e-002   0.000e+000
  3.380  -2.277e-002   0.000e+000   0.000e+000   0.000e+000  -1.132e-002   0.000e+000
  3.400  -2.073e-002   0.000e+000   0.000e+000   0.000e+000  -1.030e-002   0.000e+000
  3.420  -1.854e-002   0.000e+000   0.000e+000   0.000e+000  -9.217e-003   0.000e+000
  3.440  -1.642e-002   0.000e+000   0.000e+000   0.000e+000  -8.162e-003   0.000e+000
  3.460  -1.446e-002   0.000e+000   0.000e+000   0.000e+000  -7.187e-003   0.000e+000
  3.480  -1.257e-002   0.000e+000   0.000e+000   0.000e+000  -6.248e-003   0.000e+000
  3.500  -1.057e-002   0.000e+000   0.000e+000   0.000e+000  -5.256e-003   0.000e+000
  3.520  -8.284e-003   0.000e+000   0.000e+000   0.000e+000  -4.118e-003   0.000e+000
  3.540  -5.606e-003   0.000e+000   0.000e+000   0.000e+000  -2.786e-003   0.000e+000
  3.560  -2.618e-003   0.000e+000   0.000e+000   0.000e+000  -1.301e-003   0.000e+000
  3.580   5.126e-004   0.000e+000   0.000e+000   0.000e+000   2.548e-004   0.000e+000
  3.600   3.673e-003   0.000e+000   0.000e+000   0.000e+000   1.825e-003   0.000e+000
  3.620   6.858e-003   0.000e+000   0.000e+000   0.000e+000   3.409e-003   0.000e+000
  3.640   1.012e-002   0.000e+000   0.000e+000   0.000e+000   5.030e-003   0.000e+000
  3.660   1.351e-002   0.000e+000   0.000e+000   0.000e+000   6.714e-003   0.000e+000
  3.680   1.703e-002   0.000e+000   0.000e+000   0.000e+000   8.464e-003   0.000e+000
  3.700   2.060e-002   0.000e+000   0.000e+000   0.000e+000   1.024e-002   0.000e+000
  3.720   2.410e-002   0.000e+000   0.000e+000   0.000e+000   1.198e-002   0.000e+000
  3.740   2.744e-002   0.000e+000   0.000e+000   0.000e+000   1.364e-002   0.000e+000
  3.760   3.067e-002   0.000e+000   0.000e+000   0.000e+000   1.524e-002   0.000e+000
  3.780   3.385e-002   0.000e+000   0.000e+000   0.000e+000   1.682e-002   0.000e+000
  3.800   3.703e-002   0.000e+000   0.000e+000   0.000e+000   1.841e-002   0.000e+000
  3.820   4.025e-002   0.000e+000   0.000e+000   0.000e+000   2.001e-002   0.000e+000
  3.840   4.351e-002   0.000e+000   0.000e+000   0.000e+000   2.162e-002   0.000e+000
  3.860   4.669e-002   0.000e+000   0.000e+000   0.000e+000   2.320e-002   0.000e+000
  3.880   4.965e-002   0.000e+000   0.000e+000   0.000e+000   2.468e-002   0.000e+000
  3.900   5.224e-002   0.000e+000   0.000e+000   0.000e+000   2.597e-002   0.000e+000
  3.920   5.439e-002   0.000e+000   0.000e+000   0.000e+000   2.703e-002   0.000e+000
  3.940   5.612e-002   0.000e+000   0.000e+000   0.000e+000   2.789e-002   0.000e+000
  3.960   5.757e-002   0.000e+000   0.000e+000   0.000e+000   2.861e-002   0.000e+000
  3.980   5.885e-002   0.000e+000   0.000e+000   0.000e+000   2.925e-002   0.000e+000
  4.000   6.007e-002   0.000e+000   0.000e+000   0.000e+000   2.985e-002   0.000e+000
  4.020   6.129e-002   0.000e+000   0.000e+000   0.000e+000   3.046e-002   0.000e+000
  4.040   6.247e-002   0.000e+000   0.000e+000   0.000e+000   3.105e-002   0.000e+000
  4.060   6.357e-002   0.000e+000   0.000e+000   0.000e+000   3.160e-002   0.000e+000
  4.080   6.460e-002   0.000e+000   0.000e+000   0.000e+000   3.211e-002   0.000e+000
  4.100   6.563e-002   0.000e+000   0.000e+000   0.000e+000   3.262e-002   0.000e+000
  4.120   6.666e-002   0.000e+000   0.000e+000   0.000e+000   3.313e-002   0.000e+000
  4.140   6.765e-002   0.000e+000   0.000e+000   0.000e+000   3.362e-002   0.000e+000
  4.160   6.849e-002   0.000e+000   0.000e+000   0.000e+000   3.404e-002   0.000e+000
  4.180   6.909e-002   0.000e+000   0.000e+000   0.000e+000   3.434e-002   0.000e+000
  4.200   6.934e-002   0.000e+000   0.000e+000   0.000e+000   3.446e-002   0.000e+000
  4.220   6.916e-002   0.000e+000   0.000e+000   0.000e+000   3.437e-002   0.000e+000
  4.240   6.843e-002   0.000e+000   0.000e+000   0.000e+000   3.401e-002   0.000e+000
  4.260   6.713e-002   0.000e+000   0.000e+000   0.000e+000   3.336e-002   0.000e+000
  4.280   6.532e-002   0.000e+000   0.000e+000   0.000e+000   3.246e-002   0.000e+000
  4.300   6.313e-002   0.000e+000   0.000e+000   0.000e+000   3.138e-002   0.000e+000
  4.320   6.070e-002   0.000e+000   0.000e+000   0.000e+000   3.017e-002   0.000e+000
  4.340   5.815e-002   0.000e+000   0.000e+000   0.000e+000   2.890e-002   0.000e+000
  4.360   5.562e-002   0.000e+000   0.000e+000   0.000e+000   2.764e-002   0.000e+000
  4.380   5.323e-002   0.000e+000   0.000e+000   0.000e+000   2.646e-002   0.000e+000
  4.400   5.111e-002   0.000e+000   0.000e+000   0.000e+000   2.540e-002   0.000e+000
  4.420   4.933e-002   0.000e+000   0.000e+000   0.000e+000   2.452e-002   0.000e+000
  4.440   4.782e-002   0.000e+000   0.000e+000   0.000e+000   2.377e-002   0.000e+000
  4.460   4.643e-002   0.000e+000   0.000e+000   0.000e+000   2.308e-002   0.000e+000
  4.480   4.511e-002   0.000e+000   0.000e+000   0.000e+000   2.242e-002   0.000e+000
  4.500   4.393e-002   0.000e+000   0.000e+000   0.000e+000   2.183e-002   0.000e+000
  4.520   4.303e-002   0.000e+000   0.000e+000   0.000e+000   2.139e-002   0.000e+000
  4.540   4.256e-002   0.000e+000   0.000e+000   0.000e+000   2.115e-002   0.000e+000
  4.560   4.267e-002   0.000e+000   0.000e+000   0.000e+000   2.121e-002   0.000e+000
  4.580   4.339e-002   0.000e+000   0.000e+000   0.000e+000   2.157e-002   0.000e+000
  4.600   4.458e-002   0.000e+000   0.000e+000   0.000e+000   2.216e-002   0.000e+000
  4.620   4.598e-002   0.000e+000   0.000e+000   0.000e+000   2.285e-002   0.000e+000
  4.640   4.733e-002   0.000e+000   0.000e+000   0.000e+000   2.352e-002   0.000e+000
  4.660   4.837e-002   0.000e+000   0.000e+000   0.000e+000   2.404e-002   0.000e+000
  4.680   4.901e-002   0.000e+000   0.000e+000   0.000e+000   2.436e-002   0.000e+000
  4.700   4.946e-002   0.000e+000   0.000e+000   0.000e+000   2.458e-002   0.000e+000
  4.720   4.996e-002   0.000e+000   0.000e+000   0.000e+000   2.483e-002   0.000e+000
  4.740   5.050e-002   0.000e+000   0.000e+000   0.000e+000   2.510e-002   0.000e+000
  4.760   5.095e-002   0.000e+000   0.000e+000   0.000e+000   2.532e-002   0.000e+000
  4.780   5.117e-002   0.000e+000   0.000e+000   0.000e+000   2.543e-002   0.000e+000
  4.800   5.103e-002   0.000e+000   0.000e+000   0.000e+000   2.536e-002   0.000e+000
  4.820   5.041e-002   0.000e+000   0.000e+000   0.000e+000   2.505e-002   0.000e+000
  4.840   4.916e-002   0.000e+000   0.000e+000   0.000e+000   2.443e-002   0.000e+000
  4.860   4.727e-002   0.000e+000   0.000e+000   0.000e+000   2.350e-002   0.000e+000
  4.880   4.495e-002   0.000e+000   0.000e+000   0.000e+000   2.234e-002   0.000e+000
  4.900   4.249e-002   0.000e+000   0.000e+000   0.000e+000   2.112e-002   0.000e+000
  4.920   4.022e-002   0.000e+000   0.000e+000   0.000e+000   1.999e-002   0.000e+000
  4.940   3.835e-002   0.000e+000   0.000e+000   0.000e+000   1.906e-002   0.000e+000
  4.960   3.687e-002   0.000e+000   0.000e+000   0.000e+000   1.832e-002   0.000e+000
  4.980   3.569e-002   0.000e+000   0.000e+000   0.000e+000   1.774e-002   0.000e+000
  5.000   3.470e-002   0.000e+000   0.000e+000   0.000e+000   1.725e-002   0.000e+000
  5.020   3.387e-002   0.000e+000   0.000e+000   0.000e+000   1.684e-002   0.000e+000
  5.040   3.331e-002   0.000e+000   0.000e+000   0.000e+000   1.656e-002   0.000e+000
  5.060   3.318e-002   0.000e+000   0.000e+000   0.000e+000   1.649e-002   0.000e+000
  5.080   3.359e-002   0.000e+000   0.000e+000   0.000e+000   1.670e-002   0.000e+000
  5.100   3.450e-002   0.000e+000   0.000e+000   0.000e+000   1.715e-002   0.000e+000
  5.120   3.581e-002   0.000e+000   0.000e+000   0.000e+000   1.780e-002   0.000e+000
  5.140   3.741e-002   0.000e+000   0.000e+000   0.000e+000   1.859e-002   0.000e+000
  5.160   3.920e-002   0.000e+000   0.000e+000   0.000e+000   1.948e-002   0.000e+000
  5.180   4.112e-002   0.000e+000   0.000e+000   0.000e+000   2.044e-002   0.000e+000
  5.200   4.322e-002   0.000e+000   0.000e+000   0.000e+000   2.148e-002   0.000e+000
  5.220   4.559e-002   0.000e+000   0.000e+000   0.000e+000   2.266e-002   0.000e+000
  5.240   4.828e-002   0.000e+000   0.000e+000   0.000e+000   2.400e-002   0.000e+000
  5.260   5.124e-002   0.000e+000   0.000e+000   0.000e+000   2.547e-002   0.000e+000
  5.280   5.440e-002   0.000e+000   0.000e+000   0.000e+000   2.704e-002   0.000e+000
  5.300   5.767e-002   0.000e+000   0.000e+000   0.000e+000   2.866e-002   0.000e+000
  5.320   6.095e-002   0.000e+000   0.000e+000   0.000e+000   3.030e-002   0.000e+000
  5.340   6.424e-002   0.000e+000   0.000e+000   0.000e+000   3.193e-002   0.000e+000
  5.360   6.764e-002   0.000e+000   0.000e+000   0.000e+000   3.362e-002   0.000e+000
  5.380   7.133e-002   0.000e+000   0.000e+000   0.000e+000   3.545e-002   0.000e+000
  5.400   7.540e-002   0.000e+000   0.000e+000   0.000e+000   3.747e-002   0.000e+000
  5.420   7.974e-002   0.000e+000   0.000e+000   0.000e+000   3.963e-002   0.000e+000
  5.440   8.416e-002   0.000e+000   0.000e+000   0.000e+000   4.183e-002   0.000e+000
  5.460   8.848e-002   0.000e+000   0.000e+000   0.000e+000   4.398e-002   0.000e+000
  5.480   9.258e-002   0.000e+000   0.000e+000   0.000e+000   4.601e-002   0.000e+000
  5.500   9.646e-002   0.000e+000   0.000e+000   0.000e+000   4.794e-002   0.000e+000
  5.520   1.002e-001   0.000e+000   0.000e+000   0.000e+000   4.981e-002   0.000e+000
  5.540   1.039e-001   0.000e+000   0.000e+000   0.000e+000   5.164e-002   0.000e+000
  5.560   1.076e-001   0.000e+000   0.000e+000   0.000e+000   5.347e-002   0.000e+000
  5.580   1.112e-001   0.000e+000   0.000e+000   0.000e+000   5.526e-002   0.000e+000
  5.600   1.146e-001   0.000e+000   0.000e+000   0.000e+000   5.697e-002   0.000e+000
  5.620   1.178e-001   0.000e+000   0.000e+000   0.000e+000   5.855e-002   0.000e+000
  5.640   1.206e-001   0.000e+000   0.000e+000   0.000e+000   5.995e-002   0.000e+000
  5.660   1.230e-001   0.000e+000   0.000e+000   0.000e+000   6.112e-002   0.000e+000
  5.680   1.248e-001   0.000e+000   0.000e+000   0.000e+000   6.204e-002   0.000e+000
  5.700   1.263e-001   0.000e+000   0.000e+000   0.000e+000   6.276e-002   0.000e+000
  5.720   1.274e-001   0.000e+000   0.000e+000   0.000e+000   6.333e-002   0.000e+000
  5.740   1.284e-001   0.000e+000   0.000e+000   0.000e+000   6.382e-002   0.000e+000
  5.760   1.293e-001   0.000e+000   0.000e+000   0.000e+000   6.428e-002   0.000e+000
  5.780   1.302e-001   0.000e+000   0.000e+000   0.000e+000   6.470e-002   0.000e+000
