
 ** MIDAS/Civil Beam Element Time-history Output Data ** 
___________________________________________________________


 单元=     1 梁单元     内力 时程 (局部)      单位体系 ..: m, N
--------------------------------------------- 

  TIME        AXIAL       SHEAR-y      SHEAR-z      TORSION      MOMENT-y     MOMENT-z 
 14.920 I  -0.000e+000   0.000e+000  -3.058e+002  -0.000e+000  -5.240e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -3.058e+002   0.000e+000   3.934e+002   0.000e+000
 14.940 I  -0.000e+000   0.000e+000  -2.680e+002  -0.000e+000  -4.652e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.680e+002   0.000e+000   3.387e+002   0.000e+000
 14.960 I  -0.000e+000   0.000e+000  -2.288e+002  -0.000e+000  -4.044e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.288e+002   0.000e+000   2.820e+002   0.000e+000
 14.980 I  -0.000e+000   0.000e+000  -1.882e+002  -0.000e+000  -3.413e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.882e+002   0.000e+000   2.233e+002   0.000e+000
 15.000 I  -0.000e+000   0.000e+000  -1.468e+002  -0.000e+000  -2.770e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.468e+002   0.000e+000   1.635e+002   0.000e+000
 15.020 I  -0.000e+000   0.000e+000  -1.058e+002  -0.000e+000  -2.132e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -1.058e+002   0.000e+000   1.041e+002   0.000e+000
 15.040 I  -0.000e+000   0.000e+000  -6.561e+001  -0.000e+000  -1.507e+002  -0.000e+000
        J   0.000e+000  -0.000e+000  -6.561e+001   0.000e+000   4.616e+001   0.000e+000
 15.060 I  -0.000e+000   0.000e+000  -2.607e+001  -0.000e+000  -8.905e+001  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.607e+001   0.000e+000  -1.083e+001   0.000e+000
 15.080 I  -0.000e+000   0.000e+000   1.361e+001  -0.000e+000  -2.708e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.361e+001   0.000e+000  -6.792e+001   0.000e+000
 15.100 I  -0.000e+000   0.000e+000   5.421e+001  -0.000e+000   3.644e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   5.421e+001   0.000e+000  -1.262e+002   0.000e+000
 15.120 I  -0.000e+000   0.000e+000   9.593e+001  -0.000e+000   1.019e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.593e+001   0.000e+000  -1.859e+002   0.000e+000
 15.140 I  -0.000e+000   0.000e+000   1.379e+002  -0.000e+000   1.679e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.379e+002   0.000e+000  -2.458e+002   0.000e+000
 15.160 I  -0.000e+000   0.000e+000   1.788e+002  -0.000e+000   2.324e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.788e+002   0.000e+000  -3.039e+002   0.000e+000
 15.180 I  -0.000e+000   0.000e+000   2.176e+002  -0.000e+000   2.939e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.176e+002   0.000e+000  -3.590e+002   0.000e+000
 15.200 I  -0.000e+000   0.000e+000   2.546e+002  -0.000e+000   3.528e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.546e+002   0.000e+000  -4.111e+002   0.000e+000
 15.220 I  -0.000e+000   0.000e+000   2.899e+002  -0.000e+000   4.092e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.899e+002   0.000e+000  -4.605e+002   0.000e+000
 15.240 I  -0.000e+000   0.000e+000   3.227e+002  -0.000e+000   4.620e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.227e+002   0.000e+000  -5.060e+002   0.000e+000
 15.260 I  -0.000e+000   0.000e+000   3.515e+002  -0.000e+000   5.089e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.515e+002   0.000e+000  -5.456e+002   0.000e+000
 15.280 I  -0.000e+000   0.000e+000   3.756e+002  -0.000e+000   5.487e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.756e+002   0.000e+000  -5.782e+002   0.000e+000
 15.300 I  -0.000e+000   0.000e+000   3.952e+002  -0.000e+000   5.817e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.952e+002   0.000e+000  -6.038e+002   0.000e+000
 15.320 I  -0.000e+000   0.000e+000   4.104e+002  -0.000e+000   6.082e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.104e+002   0.000e+000  -6.230e+002   0.000e+000
 15.340 I  -0.000e+000   0.000e+000   4.209e+002  -0.000e+000   6.276e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.209e+002   0.000e+000  -6.351e+002   0.000e+000
 15.360 I  -0.000e+000   0.000e+000   4.259e+002  -0.000e+000   6.387e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.259e+002   0.000e+000  -6.391e+002   0.000e+000
 15.380 I  -0.000e+000   0.000e+000   4.253e+002  -0.000e+000   6.413e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.253e+002   0.000e+000  -6.347e+002   0.000e+000
 15.400 I  -0.000e+000   0.000e+000   4.201e+002  -0.000e+000   6.369e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.201e+002   0.000e+000  -6.233e+002   0.000e+000
 15.420 I  -0.000e+000   0.000e+000   4.118e+002  -0.000e+000   6.280e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.118e+002   0.000e+000  -6.073e+002   0.000e+000
 15.440 I  -0.000e+000   0.000e+000   4.019e+002  -0.000e+000   6.169e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.019e+002   0.000e+000  -5.889e+002   0.000e+000
 15.460 I  -0.000e+000   0.000e+000   3.922e+002  -0.000e+000   6.063e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.922e+002   0.000e+000  -5.704e+002   0.000e+000
 15.480 I  -0.000e+000   0.000e+000   3.834e+002  -0.000e+000   5.972e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.834e+002   0.000e+000  -5.529e+002   0.000e+000
 15.500 I  -0.000e+000   0.000e+000   3.748e+002  -0.000e+000   5.887e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.748e+002   0.000e+000  -5.356e+002   0.000e+000
 15.520 I  -0.000e+000   0.000e+000   3.651e+002  -0.000e+000   5.787e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.651e+002   0.000e+000  -5.165e+002   0.000e+000
 15.540 I  -0.000e+000   0.000e+000   3.535e+002  -0.000e+000   5.659e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.535e+002   0.000e+000  -4.946e+002   0.000e+000
 15.560 I  -0.000e+000   0.000e+000   3.402e+002  -0.000e+000   5.506e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.402e+002   0.000e+000  -4.700e+002   0.000e+000
 15.580 I  -0.000e+000   0.000e+000   3.261e+002  -0.000e+000   5.341e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.261e+002   0.000e+000  -4.441e+002   0.000e+000
 15.600 I  -0.000e+000   0.000e+000   3.118e+002  -0.000e+000   5.176e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.118e+002   0.000e+000  -4.179e+002   0.000e+000
 15.620 I  -0.000e+000   0.000e+000   2.983e+002  -0.000e+000   5.021e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.983e+002   0.000e+000  -3.926e+002   0.000e+000
 15.640 I  -0.000e+000   0.000e+000   2.858e+002  -0.000e+000   4.885e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.858e+002   0.000e+000  -3.688e+002   0.000e+000
 15.660 I  -0.000e+000   0.000e+000   2.739e+002  -0.000e+000   4.760e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.739e+002   0.000e+000  -3.458e+002   0.000e+000
 15.680 I  -0.000e+000   0.000e+000   2.620e+002  -0.000e+000   4.633e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.620e+002   0.000e+000  -3.227e+002   0.000e+000
 15.700 I  -0.000e+000   0.000e+000   2.492e+002  -0.000e+000   4.493e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.492e+002   0.000e+000  -2.983e+002   0.000e+000
 15.720 I  -0.000e+000   0.000e+000   2.352e+002  -0.000e+000   4.334e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.352e+002   0.000e+000  -2.722e+002   0.000e+000
 15.740 I  -0.000e+000   0.000e+000   2.204e+002  -0.000e+000   4.163e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.204e+002   0.000e+000  -2.449e+002   0.000e+000
 15.760 I  -0.000e+000   0.000e+000   2.056e+002  -0.000e+000   3.991e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.056e+002   0.000e+000  -2.177e+002   0.000e+000
 15.780 I  -0.000e+000   0.000e+000   1.916e+002  -0.000e+000   3.832e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.916e+002   0.000e+000  -1.917e+002   0.000e+000
 15.800 I  -0.000e+000   0.000e+000   1.789e+002  -0.000e+000   3.691e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.789e+002   0.000e+000  -1.676e+002   0.000e+000
 15.820 I  -0.000e+000   0.000e+000   1.668e+002  -0.000e+000   3.559e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.668e+002   0.000e+000  -1.444e+002   0.000e+000
 15.840 I  -0.000e+000   0.000e+000   1.547e+002  -0.000e+000   3.426e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.547e+002   0.000e+000  -1.214e+002   0.000e+000
 15.860 I  -0.000e+000   0.000e+000   1.419e+002  -0.000e+000   3.282e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.419e+002   0.000e+000  -9.747e+001   0.000e+000
 15.880 I  -0.000e+000   0.000e+000   1.276e+002  -0.000e+000   3.112e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.276e+002   0.000e+000  -7.150e+001   0.000e+000
 15.900 I  -0.000e+000   0.000e+000   1.113e+002  -0.000e+000   2.909e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.113e+002   0.000e+000  -4.289e+001   0.000e+000
 15.920 I  -0.000e+000   0.000e+000   9.423e+001  -0.000e+000   2.693e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   9.423e+001   0.000e+000  -1.335e+001   0.000e+000
 15.940 I  -0.000e+000   0.000e+000   7.835e+001  -0.000e+000   2.494e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.835e+001   0.000e+000   1.432e+001   0.000e+000
 15.960 I  -0.000e+000   0.000e+000   6.558e+001  -0.000e+000   2.341e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.558e+001   0.000e+000   3.732e+001   0.000e+000
 15.980 I  -0.000e+000   0.000e+000   5.695e+001  -0.000e+000   2.250e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.695e+001   0.000e+000   5.415e+001   0.000e+000
 16.000 I  -0.000e+000   0.000e+000   5.180e+001  -0.000e+000   2.211e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.180e+001   0.000e+000   6.576e+001   0.000e+000
 16.020 I  -0.000e+000   0.000e+000   4.855e+001  -0.000e+000   2.200e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.855e+001   0.000e+000   7.438e+001   0.000e+000
 16.040 I  -0.000e+000   0.000e+000   4.568e+001  -0.000e+000   2.193e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.568e+001   0.000e+000   8.222e+001   0.000e+000
 16.060 I  -0.000e+000   0.000e+000   4.241e+001  -0.000e+000   2.176e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.241e+001   0.000e+000   9.038e+001   0.000e+000
 16.080 I  -0.000e+000   0.000e+000   3.909e+001  -0.000e+000   2.156e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.909e+001   0.000e+000   9.835e+001   0.000e+000
 16.100 I  -0.000e+000   0.000e+000   3.586e+001  -0.000e+000   2.135e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.586e+001   0.000e+000   1.059e+002   0.000e+000
 16.120 I  -0.000e+000   0.000e+000   3.241e+001  -0.000e+000   2.107e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.241e+001   0.000e+000   1.135e+002   0.000e+000
 16.140 I  -0.000e+000   0.000e+000   2.861e+001  -0.000e+000   2.072e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.861e+001   0.000e+000   1.213e+002   0.000e+000
 16.160 I  -0.000e+000   0.000e+000   2.473e+001  -0.000e+000   2.032e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.473e+001   0.000e+000   1.290e+002   0.000e+000
 16.180 I  -0.000e+000   0.000e+000   2.124e+001  -0.000e+000   1.995e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.124e+001   0.000e+000   1.358e+002   0.000e+000
 16.200 I  -0.000e+000   0.000e+000   1.844e+001  -0.000e+000   1.966e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.844e+001   0.000e+000   1.413e+002   0.000e+000
 16.220 I  -0.000e+000   0.000e+000   1.632e+001  -0.000e+000   1.945e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.632e+001   0.000e+000   1.455e+002   0.000e+000
 16.240 I  -0.000e+000   0.000e+000   1.509e+001  -0.000e+000   1.934e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.509e+001   0.000e+000   1.482e+002   0.000e+000
 16.260 I  -0.000e+000   0.000e+000   1.572e+001  -0.000e+000   1.950e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.572e+001   0.000e+000   1.478e+002   0.000e+000
 16.280 I  -0.000e+000   0.000e+000   1.906e+001  -0.000e+000   2.005e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.906e+001   0.000e+000   1.433e+002   0.000e+000
 16.300 I  -0.000e+000   0.000e+000   2.506e+001  -0.000e+000   2.099e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.506e+001   0.000e+000   1.347e+002   0.000e+000
 16.320 I  -0.000e+000   0.000e+000   3.308e+001  -0.000e+000   2.221e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.308e+001   0.000e+000   1.229e+002   0.000e+000
 16.340 I  -0.000e+000   0.000e+000   4.245e+001  -0.000e+000   2.362e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.245e+001   0.000e+000   1.088e+002   0.000e+000
 16.360 I  -0.000e+000   0.000e+000   5.247e+001  -0.000e+000   2.510e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   5.247e+001   0.000e+000   9.358e+001   0.000e+000
 16.380 I  -0.000e+000   0.000e+000   6.293e+001  -0.000e+000   2.662e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   6.293e+001   0.000e+000   7.742e+001   0.000e+000
 16.400 I  -0.000e+000   0.000e+000   7.457e+001  -0.000e+000   2.830e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.457e+001   0.000e+000   5.932e+001   0.000e+000
 16.420 I  -0.000e+000   0.000e+000   8.822e+001  -0.000e+000   3.027e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   8.822e+001   0.000e+000   3.806e+001   0.000e+000
 16.440 I  -0.000e+000   0.000e+000   1.041e+002  -0.000e+000   3.256e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.041e+002   0.000e+000   1.341e+001   0.000e+000
 16.460 I  -0.000e+000   0.000e+000   1.220e+002  -0.000e+000   3.515e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.220e+002   0.000e+000  -1.439e+001   0.000e+000
 16.480 I  -0.000e+000   0.000e+000   1.416e+002  -0.000e+000   3.800e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.416e+002   0.000e+000  -4.496e+001   0.000e+000
 16.500 I  -0.000e+000   0.000e+000   1.627e+002  -0.000e+000   4.104e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.627e+002   0.000e+000  -7.769e+001   0.000e+000
 16.520 I  -0.000e+000   0.000e+000   1.847e+002  -0.000e+000   4.421e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.847e+002   0.000e+000  -1.119e+002   0.000e+000
 16.540 I  -0.000e+000   0.000e+000   2.071e+002  -0.000e+000   4.743e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.071e+002   0.000e+000  -1.469e+002   0.000e+000
 16.560 I  -0.000e+000   0.000e+000   2.295e+002  -0.000e+000   5.064e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.295e+002   0.000e+000  -1.821e+002   0.000e+000
 16.580 I  -0.000e+000   0.000e+000   2.519e+002  -0.000e+000   5.383e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.519e+002   0.000e+000  -2.173e+002   0.000e+000
 16.600 I  -0.000e+000   0.000e+000   2.741e+002  -0.000e+000   5.698e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.741e+002   0.000e+000  -2.523e+002   0.000e+000
 16.620 I  -0.000e+000   0.000e+000   2.948e+002  -0.000e+000   5.990e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.948e+002   0.000e+000  -2.854e+002   0.000e+000
 16.640 I  -0.000e+000   0.000e+000   3.121e+002  -0.000e+000   6.228e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.121e+002   0.000e+000  -3.136e+002   0.000e+000
 16.660 I  -0.000e+000   0.000e+000   3.248e+002  -0.000e+000   6.391e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.248e+002   0.000e+000  -3.351e+002   0.000e+000
 16.680 I  -0.000e+000   0.000e+000   3.330e+002  -0.000e+000   6.485e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.330e+002   0.000e+000  -3.504e+002   0.000e+000
 16.700 I  -0.000e+000   0.000e+000   3.378e+002  -0.000e+000   6.527e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.378e+002   0.000e+000  -3.608e+002   0.000e+000
 16.720 I  -0.000e+000   0.000e+000   3.404e+002  -0.000e+000   6.532e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.404e+002   0.000e+000  -3.680e+002   0.000e+000
 16.740 I  -0.000e+000   0.000e+000   3.418e+002  -0.000e+000   6.518e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.418e+002   0.000e+000  -3.735e+002   0.000e+000
 16.760 I  -0.000e+000   0.000e+000   3.428e+002  -0.000e+000   6.498e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.428e+002   0.000e+000  -3.785e+002   0.000e+000
 16.780 I  -0.000e+000   0.000e+000   3.437e+002  -0.000e+000   6.477e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.437e+002   0.000e+000  -3.833e+002   0.000e+000
 16.800 I  -0.000e+000   0.000e+000   3.446e+002  -0.000e+000   6.457e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.446e+002   0.000e+000  -3.882e+002   0.000e+000
 16.820 I  -0.000e+000   0.000e+000   3.456e+002  -0.000e+000   6.437e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.456e+002   0.000e+000  -3.932e+002   0.000e+000
 16.840 I  -0.000e+000   0.000e+000   3.462e+002  -0.000e+000   6.412e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.462e+002   0.000e+000  -3.976e+002   0.000e+000
 16.860 I  -0.000e+000   0.000e+000   3.457e+002  -0.000e+000   6.368e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.457e+002   0.000e+000  -4.003e+002   0.000e+000
 16.880 I  -0.000e+000   0.000e+000   3.435e+002  -0.000e+000   6.300e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.435e+002   0.000e+000  -4.006e+002   0.000e+000
 16.900 I  -0.000e+000   0.000e+000   3.402e+002  -0.000e+000   6.213e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.402e+002   0.000e+000  -3.992e+002   0.000e+000
 16.920 I  -0.000e+000   0.000e+000   3.365e+002  -0.000e+000   6.121e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.365e+002   0.000e+000  -3.973e+002   0.000e+000
 16.940 I  -0.000e+000   0.000e+000   3.334e+002  -0.000e+000   6.038e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.334e+002   0.000e+000  -3.962e+002   0.000e+000
 16.960 I  -0.000e+000   0.000e+000   3.317e+002  -0.000e+000   5.979e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.317e+002   0.000e+000  -3.971e+002   0.000e+000
 16.980 I  -0.000e+000   0.000e+000   3.319e+002  -0.000e+000   5.950e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.319e+002   0.000e+000  -4.007e+002   0.000e+000
 17.000 I  -0.000e+000   0.000e+000   3.338e+002  -0.000e+000   5.948e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.338e+002   0.000e+000  -4.067e+002   0.000e+000
 17.020 I  -0.000e+000   0.000e+000   3.368e+002  -0.000e+000   5.963e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.368e+002   0.000e+000  -4.142e+002   0.000e+000
 17.040 I  -0.000e+000   0.000e+000   3.400e+002  -0.000e+000   5.981e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.400e+002   0.000e+000  -4.218e+002   0.000e+000
 17.060 I  -0.000e+000   0.000e+000   3.428e+002  -0.000e+000   5.995e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.428e+002   0.000e+000  -4.288e+002   0.000e+000
 17.080 I  -0.000e+000   0.000e+000   3.457e+002  -0.000e+000   6.012e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.457e+002   0.000e+000  -4.360e+002   0.000e+000
 17.100 I  -0.000e+000   0.000e+000   3.492e+002  -0.000e+000   6.038e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.492e+002   0.000e+000  -4.438e+002   0.000e+000
 17.120 I  -0.000e+000   0.000e+000   3.529e+002  -0.000e+000   6.069e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.529e+002   0.000e+000  -4.519e+002   0.000e+000
 17.140 I  -0.000e+000   0.000e+000   3.567e+002  -0.000e+000   6.102e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.567e+002   0.000e+000  -4.599e+002   0.000e+000
 17.160 I  -0.000e+000   0.000e+000   3.607e+002  -0.000e+000   6.139e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.607e+002   0.000e+000  -4.681e+002   0.000e+000
 17.180 I  -0.000e+000   0.000e+000   3.651e+002  -0.000e+000   6.183e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.651e+002   0.000e+000  -4.768e+002   0.000e+000
 17.200 I  -0.000e+000   0.000e+000   3.701e+002  -0.000e+000   6.239e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.701e+002   0.000e+000  -4.863e+002   0.000e+000
 17.220 I  -0.000e+000   0.000e+000   3.759e+002  -0.000e+000   6.308e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.759e+002   0.000e+000  -4.967e+002   0.000e+000
 17.240 I  -0.000e+000   0.000e+000   3.822e+002  -0.000e+000   6.388e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.822e+002   0.000e+000  -5.079e+002   0.000e+000
 17.260 I  -0.000e+000   0.000e+000   3.889e+002  -0.000e+000   6.475e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.889e+002   0.000e+000  -5.194e+002   0.000e+000
 17.280 I  -0.000e+000   0.000e+000   3.958e+002  -0.000e+000   6.565e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.958e+002   0.000e+000  -5.309e+002   0.000e+000
 17.300 I  -0.000e+000   0.000e+000   4.024e+002  -0.000e+000   6.654e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.024e+002   0.000e+000  -5.420e+002   0.000e+000
 17.320 I  -0.000e+000   0.000e+000   4.085e+002  -0.000e+000   6.734e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.085e+002   0.000e+000  -5.520e+002   0.000e+000
 17.340 I  -0.000e+000   0.000e+000   4.129e+002  -0.000e+000   6.791e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.129e+002   0.000e+000  -5.595e+002   0.000e+000
 17.360 I  -0.000e+000   0.000e+000   4.145e+002  -0.000e+000   6.806e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.145e+002   0.000e+000  -5.628e+002   0.000e+000
 17.380 I  -0.000e+000   0.000e+000   4.121e+002  -0.000e+000   6.761e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.121e+002   0.000e+000  -5.602e+002   0.000e+000
 17.400 I  -0.000e+000   0.000e+000   4.047e+002  -0.000e+000   6.638e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.047e+002   0.000e+000  -5.502e+002   0.000e+000
 17.420 I  -0.000e+000   0.000e+000   3.915e+002  -0.000e+000   6.427e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.915e+002   0.000e+000  -5.318e+002   0.000e+000
 17.440 I  -0.000e+000   0.000e+000   3.731e+002  -0.000e+000   6.136e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.731e+002   0.000e+000  -5.057e+002   0.000e+000
 17.460 I  -0.000e+000   0.000e+000   3.504e+002  -0.000e+000   5.779e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.504e+002   0.000e+000  -4.733e+002   0.000e+000
 17.480 I  -0.000e+000   0.000e+000   3.244e+002  -0.000e+000   5.372e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   3.244e+002   0.000e+000  -4.361e+002   0.000e+000
 17.500 I  -0.000e+000   0.000e+000   2.962e+002  -0.000e+000   4.931e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.962e+002   0.000e+000  -3.955e+002   0.000e+000
 17.520 I  -0.000e+000   0.000e+000   2.666e+002  -0.000e+000   4.470e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.666e+002   0.000e+000  -3.529e+002   0.000e+000
 17.540 I  -0.000e+000   0.000e+000   2.365e+002  -0.000e+000   4.002e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.365e+002   0.000e+000  -3.094e+002   0.000e+000
 17.560 I  -0.000e+000   0.000e+000   2.061e+002  -0.000e+000   3.529e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   2.061e+002   0.000e+000  -2.654e+002   0.000e+000
 17.580 I  -0.000e+000   0.000e+000   1.752e+002  -0.000e+000   3.050e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.752e+002   0.000e+000  -2.207e+002   0.000e+000
 17.600 I  -0.000e+000   0.000e+000   1.439e+002  -0.000e+000   2.564e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.439e+002   0.000e+000  -1.754e+002   0.000e+000
 17.620 I  -0.000e+000   0.000e+000   1.121e+002  -0.000e+000   2.070e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   1.121e+002   0.000e+000  -1.293e+002   0.000e+000
 17.640 I  -0.000e+000   0.000e+000   7.972e+001  -0.000e+000   1.567e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   7.972e+001   0.000e+000  -8.241e+001   0.000e+000
 17.660 I  -0.000e+000   0.000e+000   4.681e+001  -0.000e+000   1.056e+002  -0.000e+000
        J   0.000e+000  -0.000e+000   4.681e+001   0.000e+000  -3.479e+001   0.000e+000
 17.680 I  -0.000e+000   0.000e+000   1.340e+001  -0.000e+000   5.370e+001  -0.000e+000
        J   0.000e+000  -0.000e+000   1.340e+001   0.000e+000   1.351e+001   0.000e+000
 17.700 I  -0.000e+000   0.000e+000  -2.050e+001  -0.000e+000   9.506e-001  -0.000e+000
        J   0.000e+000  -0.000e+000  -2.050e+001   0.000e+000   6.244e+001   0.000e+000
